id;surtitre;titre
7854;AVELINE-DUBACH N., 2016;Understanding the formation of China’s property « bubbles » from the perspective of the Developmental State 
7855;AVELINE-DUBACH N., 2016;Innover pour survivre : les changements du modèle économique des opérateurs ferroviaires privés japonais dans un contexte de rétraction urbaine et démographique
7856;AVELINE-DUBACH N., 2016;China’s speculative property markets, commonalities with the Japan’s land bubble of the 1980s
7857;AVELINE-DUBACH N., 2016;La ville sur les rails,  Texte illustratif d'un travail de photographe, ayant donné lieu à une exposition
7858;BAHERS J. B., BARLES S., DURAND M., 2016;Urban material flow analysis: New results from multiscale analyses, Rennes and Le Mans (France)
7859;BAHOKEN F., LAGESSE C., DUCRUET C., 2016;Géo-visualisation des flux maritimes mondiaux
7860;BANOS A., CORSON N.,  DAUDÉ E., GAUDOU B., REY S., 2016;Macro Models, Micro Models and Network-based Coupling 
7861;BANOS A., 2016;<em>Mode?liser, c’est apprendre Itine?raire d’un ge?ographe </em>
7862;BANOS A., CORSON N.,  LANG C., MARILLEAU N., TAILLANDIER P., 2016;Multiscale Modeling: Application to Traffic Flow 
7863;BANOS A., CORSON N., GAUDOU B., LAPERRIERE V., REY S., 2016;Coupling Micro and Macro Dynamics Models on Networks: Application to Disease Spread
7864;BANOS A., LANG C., MARILLEAU N., 2016;<em>Agent-Based Spatial Simulation with NetLogo: Advanced concepts, Volume 2 </em>
7865;BARLES S., 2016;Historicizing wastes: another look at urban and industrial development, France, 18th-20th century siècles
7866;BARLES S., 2016;Urban metabolism: externalisation or recycling? Paris (France), 19th-20th century
7867;BARLES S., 2016;La dimension spatiale du métabolisme urbain
7868;BARLES S., 2016;Ville et santé, une histoire ancienne
7869;BARLES S., 2016;Le métabolisme urbain, un enjeu majeur pour l’agglomération parisienne
7870;BARLES S., 2016;Métabolisme urbain et relations villes-campagnes
7871;BARLES S., 2016;L’autonomie énergétique au prisme de l’écologie territoriale et du métabolisme urbain : où sont les frontières de la ville ?
7872;BARLES S., 2016;Transitions énergétiques dans les VALLEEs des Gaves (Hautes-Pyrénées), XIXe-XXe siècles
7873;BARLES S., 2016;De l’utilisation à l’élimination : Une histoire des résidus organiques urbains, Paris, XIXe-XXe siècles
7874;BARLES S., 2016;Le métabolisme urbain et la ville matérielle
7875;BARLES S., 2016;Le métabolisme urbain : quels enjeux ?
7876;BARLES S., 2016;Les ressources naturelles, entre utilisation et protection
7877;BARLES S., BLANC N. (dir), 2016;<em>Écologies urbaines : sur le terrain</em>
7878;BARLES S., CERCEAU J., DEBUISSON M., 2016;Aussois et la Maurienne, une approche par les trajectoires socio-écologiques, XIXe-XXIe siècles
7879;BARLES S., COUTARD O., GUILLERME A., 2016;Beyond the networked city, the hyper-networked city? Decline and renaissance of the Parisian non-potable water system (1820-2020)
7880;BARLES S., GUILLERME A., 2016;La rue parisienne au XIXe siècle : standardisation et contrôle ?
7881;BAUD I, PFEFFER K, SYDENSTRICKER-SETO J., DENIS E., SCOTT D., CONSUELO MUGURUZA MINAYA L., 2016;Knowledge management in urban governance building adaptive capacity through ICT-GIS-based systems in the global South
7882;BAUDET-MICHEL S., CHALONGE L., LECOMTE C., 2016;L'altitude ralentit le déclin ?
7883;BAUDET-MICHEL S., FOL S., QUEVA C., 2016;Le délaissement des petites villes ? Logiques et acteurs de la rétraction des services de soins en France
7884;BAUDET-MICHEL S., LEBRUN N., 2016;La France des petites villes : des espaces en marge des dynamiques fonctionnelles ? Le cas du commerce de détail
7885;BÉAL V., FOL S., ROUSSEAU M., 2016;De quoi le ‘smart shrinkage’ est-il le nom ? Les ambiguïtés des politiques de décroissance planifiée dans les villes américaines
7886;BEAUGUITTE L., GRASLAND C., SEVERO M., 2016;Espaces géographiques et représentations médiatiques 
7887;BENNASR A., BUSSI M., GRASLAND C., NASR M., DE RUFFRAY S., YENGUI T., ZANIN C, 2016;Une analyse multiscalaire de la participation électorale en France et en Tunisie : intérêts et limites d’une approche comparative
7888;BERROIR S., 2016;Intervention dans le cadre de la Conférence sur Paris 2050 : les cités fertiles
7889;BERROIR S., BOULOC C., CATTAN N., FLEURY A., FRETIGNY J.-B., LASSAUBE U., 2016;La tour Eiffel dans la poche. Informalité et pouvoir dans la construction de la métropole touristique
7890;BERROIR S., BRENNETOT A., DIDELON-LOISEAU C., GRASLAND C., 2016;Le projet GlocalMap
7891;BERROIR S., DELAGE M., FLEURY A., 2016;Le commerce dans la fabrique périurbaine : centralités commerciales et pratiques habitantes au nord de la métropole parisienne
7892;BERROIR S., DELAGE M., FLEURY A., FOL S.,GUÉROIS M., MAULAT J., RAAD L., VALLEE J., 2016;Trajectoires résidentielles, construction des espaces de vie et ancrage dans le périurbain. Enquête au nord de l’agglomération parisienne
7893;BERROIR S., DESJARDINS X., QUEVA C., 2016;Lieux et hauts lieux des densités intermédiaires
7894;BERROIR S., GÉNEAU de LAMARLIÈRE I., PERSYN N., 2016;Des entreprises peu sensibles aux contraintes de mobilité
7895;BERROIR S., GÉNEAU de LAMARLIÈRE I., PERSYN N., 2016;<em>Accès aux ressources des entreprises et pratiques de mobilité, in Rapport: Figures rurales de l'urbain généralisé</em>
7896;BESSE J.-M., 2016;Fiction cartographique
7897;BESSE J.-M., 2016;Map, Space, and the issue of Montage 
7898;BESSE J.-M., 2016;Conclusions finales du Programme de recherche ACSAM
7899;BESSE J.-M., 2016;Le monde en un clin d’œil. Panoramas et géoramas en France au XIXe siècle
7900;BESSE J.-M., 2016;Allegorical winds, geographical winds, physical winds in the geographical discourse (16th-18th centuries) 
7901;BESSE J.-M., 2016;La cartographie comme système d’opérations 
7902;BESSE J.-M., 2016;Noms de lieux : la toponymie dans la géographie historique à la fin du XVIe siècle 
7903;BESSE J.-M., 2016;De Venise à Tolède. Recueils cartographiques et circulations des images du monde à la fin du XVIe siècle 
7904;BESSE J.-M., 2016;Alexandre de Humboldt et l’idée du panorama : entre cartographie et paysage
7905;BESSE J.-M., 2016;<em>Organisation et animation du colloque de conclusion du programme de recherche « Les atlas dans les cultures scientifiques et artistiques modernes et contemporaines » </em>
7906;BESSE J.-M., 2016;Cartographie
7907;BESSE J.-M., 2016;Paysage et monde commun
7908;BESSE J.-M., 2016;Trouver, échouer, retrouver, échouer mieux. Quelques réflexions sur l’espace, le paysage et la recherche 
7909;BESSE J.-M., 2016;Exposé conclusif du ucolloque
7910;BESSE J.-M., 2016;Le paysage au prisme des savoirs 
7911;BESSE J.-M., 2016;Fonder l’étude des paysages. John Brinckerhoff Jackson face à la géographie humaine française
7912;BESSE J.-M., 2016;John Brinckerhoff Jackson, la géographie et le paysage ordinaire 
7913;BESSE J.-M., 2016;Imaginer le réel. Logiques de la recherche et logiques de projet
7914;BESSE J.-M., 2016;<em>Participation à l'émission ça va pas la tête?, autour de mon livre Habiter. Un monde à mon image?</em>
7915;BESSE J.-M., 2016;<em>Participation à l'émission Classic Club, De la nature et des sons</em>
7916;BESSE J.-M., TIBERGHIEN G. (dir), 2016;<em>John Brinckerhoff Jackson</em>
7917;BOULIER J., 2016;<em>L'information géographique : au risque d'une {culture} géographique hors-sol ?  Curriculum vitae détaillé & Production scientifique et académique, </em>
7918;BOULIER J., 2016;<em>L'information géographique : au risque d'une {culture} géographique hors-sol ? - Positionnement et projet scientifiques, </em>
7919;BOULOC C., CATTAN N., FRETIGNY J.-B., 2016;Quand les marges mobiles construisent des centralités à éclipse. Migrants et touristes à Paris
7920;BRENNETOT A., ROSEMBERG M., 2016;L’Europe dans les manuels français de géographie : de l’encyclopédisme à l’ambiguïté politique
7921;BRES A., DELAVILLE D., 2016;La dynamique de peuplement et d’occupation des sols n’est pas réductible à l’étalement urbain 
7922;BRES A., DELAVILLE D., 2016;L’accès aux commerces ne dépend pas des grandes distances
7923;BRETAGNOLLE A., 2016;City-systems and maritime transport in the long-term
7924;BRETAGNOLLE A.,GUÉROIS M., LE NECHET F., MATHIAN H., PAVARD A., 2016;La ville à l’échelle de l’Europe : Apports du couplage et de l’expertise de bases de données issues de l’imagerie satellitale
7925;BRETAGNOLLE A.,GUÉROIS M., MATHIAN H., PAVARD A., 2016;Quelles définitions pour les villes d'Europe ? Etat des lieux des délimitations urbaines et explorations thématiques 
7926;BRETAGNOLLE A.,GUÉROIS M., PAVARD A., GOURDON P., ZDANOWSKA N., LIZZI L., 2016;<em>Demographical Trajectories of European urban areas (1961-2011) (TRADEVE). Rapport final de l’AAP Université Paris 1 édition 2014</em>
7927;BRONNER A.-C., TROIN F., ZANIN C. (dir), 2016;<em>La sémiologie dans tous les sens. Cartes et Géomatique : Actes du colloque CFC de Strasbourg : Temps, Art et Cartographie</em>
7928;BUCLET N., BARLES S., CERCEAU J., HERBELIN A., 2016;L’écologie territoriale entre analyse de métabolisme et jeux d’acteurs
7929;CANTIN G., VERDIERE N.,  LANZA V., CHARRIER R., BERTELLE C., AZIZ-ALLOUI M.A., PROVITOLO D., DUBOS-PAILLARD E., 2016;Mathematical Modeling of Human Behaviors During Catastrophic Events: Stability and Bifurcations
7930;CARROUE L., PIERRET C., LE GOIX R., FOURMONT G., 2016;Les économies financières (table ronde)
7931;CARY P., FOL S., 2016;Editorial du numéro spécial « Nouveaux regards sur le périurbain »
7932;CATTAN N., 2016;Trans-territories. The strategies of domestic Sri Lankan  women to access public space in Beirut
7933;CATTAN N., 2016;Hybridation des lieux et trans-territoires. Pratiques spatiales de femmes employées de maison à Beyrouth
7934;CATTAN N., 2016;Approche relationnelle des territoires
7935;CATTAN N., 2016;Solidarités inter-territoriales
7936;CATTAN N., 2016;Le rôle des métropoles transfrontalières dans un monde de flux
7937;CATTAN N., LEROY S., 2016;<em>Atlas mondial des sexualités. Libertés, Plaisirs, Interdits</em>
7938;CHAUVIN P., TRAORÉ M., VALLEE J., 2016;Mobilité quotidienne et déterminants territoriaux du recours au frottis du col de l’utérus dans le Grand Paris
7939;CHOPLIN A., DENIS E., 2016;Le droit au sol dans les villes du Sud. Politiques de régularisation et propriété foncière dans les quartiers populaires
7940;CLERC P., BERNIER X., 2016;Traverser le monde en sept ans : le projet « Out of Eden Walk » 
7941;CLERC P., 2016;Les écrits privés des géographes. Des objets de recherche comme les autres ? 
7942;CLERC P., 2016;Les Rhapsodies gitanes de Blaise Cendrars 
7943;CLERC P., 2016;L’océan indien
7944;CLERC P., 2016;Épépé Une géographie expérimentale
7945;CLERC P., 2016;Les missions commerciales de la Chambre de commerce de Lyon au XIXe siècle. L’investigation rationnelle d’un potentiel spatial
7946;CLERC P., 2016;La colonie comme expérience spatiale. Une exposition et un musée à Lyon 
7947;CLERC P., GRANT A., ILC KLUN M., MAC KAY T., ROJELJ B., 2016;L’Europe dans les manuels scolaires britanniques, français et slovènes : forteresse ou espace ouvert ? 
7948;COMMENGES H., 2016;Modèle de radiation et modèle gravitaire : du formalisme à l’usage
7949;COMMENGES H., COTTINEAU C., 2016;Visualiser les réseaux géographiques et sémantiques
7950;COMMENGES H., GIRAUD T., 2016;Du point à la surface. Interpolation et interaction spatiale
7951;COMMENGES H., GIRAUD T., LAMBERT N., 2016;ESPON FIT : Functional indicators for spatial-aware policy-making
7952;COMMENGES H., TOMASONI L., SEIGNEUR CH., BONIN O., LEURENT F., BONHOMME C., DEROUBAIX J.-F., 2016;L’expertise est-elle soluble dans la modélisation intégrée ?
7953;CURA R., 2016;Outils d’expérimentation virtuels : simulation et exploration interactive pour l’analyse de dynamiques spatiales sur le temps long.
7954;CURA R., 2016;TimeLine Exploratory DashBoard
7955;DEBARRE S., 2016;<em>Ces ponts qui font nation</em>
7956;DEBARRE S., 2016;Frontières, ethnies et colonies: la traduction ottomane d'un atlas français à la fin du 19e siècle
7957;DEBARRE S., 2016;<em>Cartographier l’Asie mineure. L’orientalisme allemand à l’épreuve du terrain</em>
7958;DEBARRE S., 2016;Comment Franz Babinger fit collection de photographies
7959;DEBARRE S., 2016;Life fragments of an Orientalist-Turkologist: Franz Babinger (1891-1967) in the mirror of his photographic collection
7960;DEBARRE S., 2016;Exposition - <em>Préparation de la salle Crimée au sein de l'exposition Entre trois mers. « Entre trois mers. Cartes françaises et ottomanes des détroits – Üç denizin ortas?nda – Osmanl? ve Frans?z Bo?az Haritalar? »  </em>
7961;DEBARRE S., 2016;‘Peut-être un nouveau Gibraltar’ : Reconnaissances franco-britanniques des détroits ottomans au début de la Guerre de Crimée (février-juin 1854) -- “Belki de yeni bir Cebelitar?k kurulacak” - K?r?m Sava??’n?n ba?lang?c?nda Frans?z ve ?ngiliz kuvvetlerinin Osmanl? Bo?azlar?n? ke?if çal??malar? (?ubat-Haziran 1854)
7962;DEBARRE S., PEROUSE J-F., 2016;Faire et défaire les territoires dans la Turquie contemporaine », introdution du numéro thématique
7963;DEBARRE S., PEROUSE J-F., 2016;In memoriam Xavier de Planhol, ancien membre de l’IFAI/IFEA (1947-1950)
7964;DEBRIE J., 2016;L’avenir des ports français
7965;DEBRIE J., 2016;D’un problème d’action publique à la structuration d’un champ de recherche … et vice-versa : l’exemple de l’introduction de la question logistique dans l’aménagement urbain 
7966;DEBRIE J., 2016;L’intermodalité dans les schémas nationaux d’infrastructures de transport 
7967;DEBRIE J., DOUAY N., 2016;Aménager et équipement. La politique des grandes infrastructures 
7968;DEBRIE J., HEITZ A., 2016;The Location Of Logistics Activities In Metropolitan Areas As An Issue Of Urban Planning: A Comparison of Paris and Montreal
7969;DEBRIE J., RAIMBAULT N., 2016;The port-city relationships in two European inland ports: a geographical perspective on urban governance 
7970;DELAGE M, FLEURY A., 2016;<em>Dynamiques commerciales et stratégies des commerçants dans les quartiers prioritaires de la Politique de la Ville des 18e, 19e et 20e arrondissements de Paris</em>
7971;DEMAZIERE C., DOUAY N., SERANO J., 2016;Léviathan ou Picrochole ? La planification spatiale en France, entre vision stratégique et dépendance aux formes du pouvoir local.  Un éclairage à partir des schémas de cohérence territoriale
7972;DEMOULIN J., ALSAINT A., BACQUÉ M.H., BELLAVOINE C., CANET A.C., FOL S., FUZIER A., LO DUCA R., RAISSON J.B., 2016;Le centre rénové de Saint-Denis : l’échec d’un projet de mixité sociale ?
7973;DENIS E., 2016;Désirs de ville et convoitises foncières. Marchandisation du sol dans les Suds
7974;DENIS E., 2016;Depicting Strongly Growing Urban Areas in the Global South Positioning According to Works on Asian Cities Expansion (traduction)
7975;DENIS E., 2016;Qualifier les aires urbaines en forte expansion dans les Suds. Positionnement au prisme de travaux sur l’expansion des villes en Asie
7976;DEPREST F., 2016;<em>La carte et le territoire colonial : les mots de la géographie en Algérie</em>
7977;DESACHY B., GRAVIER J. (COORD), 2016;<em>Atelier SITraDA (Systèmes d’Information et Traitement des Données Archéologiques) : compte rendu 2016</em>
7978;DESJARDINS X., DOUAY N., 2016;Démocratie locale et enjeux d’aménagement : la décentralisation en débat 
7979;DESJARDINS X., GÉNEAU de LAMARLIÈRE I. (dir), 2016;<em>L'aménagement du territoire en France</em>
7980;DOUAY N. (dir), 2016;<em>Aménagement et urbanisme en Chine </em>
7981;DOUAY N., 2016;La pratique du « place making » dans le projet Kowloon East (Hong Kong), ouverture des modes de production urbaine ou tournant post-politique de l’aménagement?
7982;DOUAY N., 2016;Enjeux et usages pédagogiques de l’enseignement des théories de la planification urbaine à l’université
7983;DOUAY N., 2016;La numérisation des dispositifs de participation de la mairie de Paris : le cas du budget participatif et de la plateforme Madame la Maire, j’ai une idée !
7984;DOUAY N., 2016;<em>Immigration domestique et réversibilité des espaces publics hongkongais: de l'invisibilité quotidienne à l'ultra visibilité dominicale</em>
7985;DOUAY N., 2016;La construction de la métropole Aix-Marseille-Provence ou l'éternel débat entre l'école des réformateurs et l'école du choix public
7986;DOUAY N., 2016;L'accession sociale à la propriété à Hong Kong: réversibilité d'une politique entre les mains de la coalition de croissance
7987;DOUAY N., HENRIOT C., 2016;La Chine à l’heure des villes intelligentes 
7988;DOUAY N., NADOU F., 2016;Développement et protection, quel(s) arbitrage(s) dans la planification métropolitaine de Mar-seille et de Nantes ? Mise en perspective par les projets de zones d’activité économique
7989;DOUAY N., PREVOT M., 2016;Circulation d’un modèle urbain alternatif ? Le cas de l’urbanisme tactique et de sa réception à Paris 
7990;DOUAY N., QI W., 2016;L'aménagement de l’espace en Chine : vers un modèle plus intégré ? 
7991;DOUAY N., REYS A., 2016;Twitter comme arène de débat public : le cas du Conseil de Paris et des controverses en aménagement 
7992;DOUAY N., REYS A., ROBIN S., 2016;L’usage de Twitter par les maires d’Ile-de-France 
7993;DOUAY N., ROY-BAILLARGEON O., 2016;De la Communauté métropolitaine de Montréal aux métropoles françaises : retour sur 15 ans d’expériences
7994;DUBOS-PAILLARD E., GAUTIER-COSTARD E., MILLOCK K., 2016;Perception du risque d’inondation et effets sur les prix des biens immobiliers situés en zone inondable : le cas de la banlieue proche de Paris.
7995;DUBREUIL A., 2016;Mieux comprendre la santé des individus : s'intéresser aux relations entre les changements dans les espaces de vie et les parcours de vie des individus, aspects méthodologiques
7996;DUCRUET C., 2016;Les relations ville-port dans le monde : de l’ère des voiliers et vapeurs au retour des terminaux géants dans les grandes métropoles (1890-2015)
7997;DUCRUET C., 2016;L’évolution du commerce maritime mondial au prisme des réseaux complexes : de la topologie à la spatialité
7998;DUCRUET C., 2016;Inside the pond: an analysis of Northeast Asia’s long-term maritime dynamics
7999;DUCRUET C., 2016;Réseaux maritimes conteneurisés en évolution et hiérarchies portuaires
8000;DUCRUET C., 2016;La spatialité des réseaux maritimes
8001;DUCRUET C., 2016;The evolution of global maritime networks: between optimality and sustainability
8002;DUCRUET C., 2016;<em>La spatialité des réseaux maritimes. Contributions maritimes à l’analyse des réseaux en géographie.</em>
8003;DUCRUET C., 2016;Port-city relationships and global maritime flows in the last 120 years
8004;DUCRUET C., 2016;Les ports, des hubs en devenir ?
8005;DUCRUET C., CUYALA S., EL HOSNI A., 2016;Maritime trade and urban development: a global network approach, 1890-2010
8006;DUCRUET C., CUYALA S., EL HOSNI A., 2016;Mapping and analyzing 120 years of ocean shipping interactions across the global urban system, 1890-2010
8007;DUCRUET C., CUYALA S., EL HOSNI A., 2016;Connecting global cities by maritime networks: An empirical study (1890 - 2010)
8008;DUCRUET C., CUYALA S., EL HOSNI A., 2016;The changing influence of city-systems on global shipping networks : an empirical analysis
8009;DUCRUET C., FERRARI C., ITOH H., TEI A., 2016;Flesh to the bones: the local determinants of interregional shipping flows
8010;DUCRUET C., ITOH H., 2016;Regions and material flows: Investigating the regional branching and industry relatedness of port traffic in a global perspective
8011;DUCRUET C., MARNOT B., 2016;Analyser les trafics portuaires mondiaux en 1890 et en 1925 à partir des registres du Lloyd’s
8012;DUPUY G., 2016;Suite des Chroniques d'un mariage de raison
8013;DUPUY G., 2016;Naïfs et Agressifs : l'irruption des sciences dures dans le champ de l'urbanisme
8014;DUPUY G., 2016;Entretien avec Jean-François Troin
8015;DUPUY G., 2016;Réseaux et territoire, une question évolutive pour la recherche
8016;DUPUY G., 2016;Les réseaux dans les territoires, du génie urbain à la ville durable
8017;DUPUY G., TROIN J.-F., QUÉVA C., FOURAULT-CAUET V., 2016;<em>Une rencontre avec J.F. Troin, auteur de La planète des Z'u</em>
8018;DUROUDIER S., 2016;Comprendre les formes des séparations socio-spatiales dans les villes intermédiaires des États-Unis
8019;DUROUDIER S., 2016;La ségrégation raciale des villes américaines diminue-t-elle toujours ?
8020;FEN-CHONG J., CHASSET P.-O., BANOS A., QUEYROI F., SMOREDA Z., 2016;Exploring alternate traffic circulation effects in Île-de-France Region using aggregated mobile phone data: is it still useful to use mobile phone data?
8021;FLEURY A., 2016;Menaces sur la ville publique ? Réflexions sur la privatisation des espaces publics dans les villes européennes
8022;FLEURY A., 2016;Des espaces publics à la ville publique : chantiers de recherche 
8023;FLEURY A., 2016;Les centralités commerciales parisiennes : état des lieux et évolution depuis 10 ans
8024;FLEURY A., 2016;Quels espaces publics pour repenser le périurbain ?
8025;FLEURY A., BERROIR S., 2016;<em>Périurbain</em>
8026;FLEURY A., WUEST L., 2016;Vers de nouveaux modes de production des espaces publics à Paris ? Réflexions à partir du projet Réinventons nos places
8027;FOL S., 2016;Introduction de la partie « Les politiques publiques face à la discrimination territoriale »
8028;FOL S., 2016;Résoudre la question sociale par l’action territoriale ?
8029;FOSSET P., BANOS A., BECK E., CHARDONNEL S., LANG C., MARILLEAU M., PIOMBINI A., LEYSENS T., CONESA A., ANDRÉ-POYAUD I., THÈVENIN T., 2016;Exploring intra-urban accessibility and impacts of pollution policies with an agent-based simulation platform: GaMiroD
8030;FRANÇOIS J.-C., 2016;Le traitement des inégalités scolaires entre le social et le spatial
8031;FRANÇOIS J.-C., 2016;Les conditions de scolarisation, causes ou conséquence des inégalités sociales et spatiales ? 
8032;FRANÇOIS J.-C., 2016;L’espace scolaire et ses marges
8033;FRANÇOIS J.-C., 2016;Logement social et mixité sociale
8034;FROHLICH K., VALLEE J., SHARECK M., DATTA G., KESTENS Y., 2016;What  exists is what you get? An exploration of the problem of health-related resource availability versus accessibility for health promotion,
8035;GÉNEAU de LAMARLIÈRE I., 2016;Le développement économique au service du territoire ?
8036;GEORGIKOPOULOS I., 2016;La construction stato-nationale dans le Dodécanèse
8037;GIMAT M., 2016;Encadrer ou stimuler ? La contribution des collectivités locales au financement du logement social
8038;GIMAT M., GLOOR M., 2016;La vente de logements sociaux à des particuliers. Modalités et conséquences d'une pratique encore marginale des organismes HLM franciliens
8039;GIMAT M., POLLARD J., 2016;Un tournant discret : la production de logements sociaux par les promoteurs immobiliers
8040;GOMES E., 2016;Creating a dot density map: Resident population in Mainland Portugal
8041;GOMES E., 2016;Creating a dot density map: resident population in mainland Portugal
8042;GOMES E., ABRANTES P., BANOS A., ROCHA J., 2016;Agricultural land-use changes in a metropolitan region: combining exploratory scenarios and participatory modelling using an ABM approach
8043;GOMES E., ABRANTES P., BANOS A., ROCHA J., FONTES I., 2016;Sistemas multiagentes para a modelação e simulação de alterações de ocupação do solo
8044;GOMES E., CAPINHA C., ROCHA J., SOUSA, 2016;Mapping Risk of Malaria Transmission in Mainland Portugal Using a Mathematical Modelling Approach
8045;GRASLAND C., 2016;<em>Rapport final du projet ANR GEOMEDIA.Technical Report Deliverable, Project ANR CORPUS GEOMEDIA</em>
8046;GRASLAND C., 2016;Modelling attractiveness of global places - A worldwide survey on 9000 undergraduate students 
8047;GRASLAND C., 2016;Regionalization of the world by media flows
8048;GRASLAND C., 2016;<em>Base de données sur les flux RSS internationaux de 250 journaux, produite dans le cadre de l'ANR Corpus  GEOMEDIA</em>
8049;GRASLAND C., 2016;Le pot belge : hommage amical à un pays modèle
8050;GRASLAND C., DE RUFFRAY S., BARON M., 2016;Réforme régionale et dynamiques du système migratoire : les exemples de la France et de la Tunisie
8051;GRASLAND C., HAMEZ G., LIZZI L., DECROLY J.M., 2016;La Belgique, un laboratoire pour l'étude des effets frontière
8052;GRASLAND C., LAMARCHE-PERRIN R., LE TEXIER M., PECOUT H., DE RUFFRAY S., STUDENY A.,VINCENT J. M., 2016;Territoire, territorialité et territorialisation des événements médiatiques 
8053;GRASLAND C., LAMARCHE-PERRIN R., LECONTE R., LOVELUCK B., PECOUT H., DE RUFFRAY S., 2016;<em>La régionalisation de l'espace mondial par les flux médiatiques. Technical Report Deliverable, Project ANR CORPUS GEOMEDIA</em>
8054;GRASLAND C., LAMARCHE-PERRIN R., LOVELUCK B., PECOUT H., 2016;L'agenda géomédiatique international : analyse de la distribution spatiale, temporelle et médiatique des flux d'actualité à travers le monde
8055;GRASLAND C.,GUÉROIS M., LE GOIX R., MADELIN M., NUSSBAUM F., PECOUT H., VALETTE J.F., 2016;Un regard géographique sur les données AirBnb : enjeux méthodologiques et opérationnels
8056;GRAVIER J., 2016;Interroger la taille des villes sur le temps long : explorations statistiques et spatiales des surfaces et des populations de l’espace urbain dans le nord de la France
8058;GUÉROIS M., PAVARD A., BRETAGNOLLE A., MATHIAN H., 2016;Les temps de transport pour délimiter des aires urbaines fonctionnelles ? Une investigation critique à partir de trois métropoles européennes
8059;HACHI R., 2016;From street network analysis to urban history
8060;HIRSCHHAUSEN B. von, 2016;Einführung zur Podiumsdiskussion: „Osteuropa in Bewegung: Flucht und Migration im historischen Vergleich“ [Introduction à la discussion: l’Europe orientale en mouvement: réfugiés et migrations dans une perspective historique]
8061;HIRSCHHAUSEN B. von, 2016;Interventionslandschaft aus der Perspektive einigen französischen Geographen [Le concept de „Interventionslandschaft  au regard de géographes francais]
8062;HIRSCHHAUSEN B. von, 2016;Du besoin de nouvelles postures théoriques pour penser les longues durées géoculturelles
8063;HIRSCHHAUSEN B. von, 2016;Bilanz eines 6 jährigen Projekt und neueröffneten Perspektiven [Bilan de six années de Projets et perspectives ouvertes]
8064;HIRSCHHAUSEN B. von, 2016;Trouble dans les aires culturelles. Perspectives ouvertes par les fantômes géographiques
8065;KESTENS Y., CHAIX B., GERBER P., DESPRÈS M., GAUVIN L., KLEIN O., KLEIN S., KÖPPEN B., LORD S., NAUD A., PAYETTE H., RICHARD L., RONDIER P., SHARECK M., SUEUR C., THIERRY B., VALLEE J., WASFI R., 2016;Understanding the role of contrasting urban contexts in healthy aging: An international cohort study using wearable sensor devices (The CURHA study protocol)
8066;KESTENS Y., CHAIX B., GERBER P., GAUVIN L., LORD S., NAUD A., PAYETTE H., RONDIER P., THIERRY B., VALLEE J., WASFI R., 2016;Measuring life spaces to understand how urban contexts impact healthy aging: Comparing questionnaires and GPS tracking.
8067;KOSOWSKA-STAMIROWSKA Z., DUCRUET C., RAI N., 2016;Evolving structure of the maritime trade network : evidence from the Lloyd’s Shipping Index (1890-2000)
8068;KUMAR V., NAGPAL BN., TELLE O., PAUL R., 2016;An epidemiological study of Dengue in Delhi, India
8069;LAGESSE C., LIPARI F., PEEL L., DUCRUET C., 2016;Spatio-temporal analysis of maritime shipping and its impact on international trade
8070;LAMARCHE-PERRIN M., DEMAZEAU Y., VINCENT J.M., GIRAUD T., GRASLAND C., 2016;<em>Multidimensional Aggregation of RSS Flows. Technical Report Deliverable, Project ANR CORPUS GEOMEDIA</em>
8071;LAMARCHE-PERRIN R., GRASLAND C., 2016;Multidimensional and Multilevel Analysis of Media Flows
8072;LAMBERT N., GIRAUD T., GRASLAND C.,  PECOUT H., 2016;Geomedia event explorer
8073;LAMBERT N., GIRAUD T., GRASLAND C.,  PECOUT H., 2016;<em>Geomedia Event Xplorer</em>
8074;LAMBERT N., ZANIN C., 2016;<em>Manuel de cartographie. Principes, méthodes, applications</em>
8075;LE CORRE T., 2016;Droit à la ville : enjeux des projets urbains et moyens de résistance
8076;LE CORRE T., 2016;Contextualiser des dynamiques d’appropriation et de marchandisation de l’espace. L’exemple de la gentrification du quartier sud gare rennais et de la financiarisation de la production urbaine autour du projet EuroRennes
8077;LE CORRE T., 2016;Capital, financialization and uneven development in Paris metro area : an empirical and explanatory approach through mapping methodology
8078;LE CORRE T., 2016;Spacing and mapping ordinary financialization in paris metro area. From the housing real estate market in a financial process perspective to the creation of new rent value in spaces : which implication fo social patterns?
8079;LE GOIX R., 2016;Socio-economic trajectories of neighborhoods in post-suburbia (Los Angeles metropolitan region 1980-2010).
8080;LE GOIX R., 2016;Les « banlieues a? l'ame?ricaine ». Regard critique sur les catégories du suburbain, et l'usage qu'on en fait, vu depuis la France
8081;LE GOIX R., 2016;Temps long, temps court : les relations ville - finance
8082;LE GOIX R., 2016;Temps long, temps court : les relations ville - finance (conférence plénière)
8083;LE GOIX R., 2016;Du manteau d'Arlequin au Rubick's Cube: Analyser les multiples dimensions de trente années d’e?volutions socio-e?conomiques des quartiers en Californie du Sud.
8084;LE GOIX R., 2016;Neighborhood Change in Suburban Areas: a Summary of Researches Linking Price and Social Change (Greated Paris Region and Southern California)
8085;LE GOIX R., 2016;Aéroports et métropoles : l'important, c'est d'arriver là où on veut aller
